_op,ScheduleDateLocalId,CalendarDate,Organisation.RefId,Term.LocalId,Schedule.LocalId,AcademicDay.LocalId,BellSchedule.LocalId,SchedulePeriodList.SchedulePeriodTime.Period.LocalId,SchedulePeriodList.SchedulePeriodTime.StartTime,SchedulePeriodList.SchedulePeriodTime.EndTime
upsert,8007_2020_013,2020-02-13T00:00:00+12:00,8007,2020_8007_T1,8007_Sched_2020,8007_Day_A,8007_Regular,"8007_HR,8007_P1,8007_P2,8007_P3,8007_P4,8007_P5","08:45:00+12:00,09:00:00+12:00,09:55:00+12:00,11:00:00+12:00,12:40:00+12:00,13:45:00+12:00","08:55:00+12:00,09:50:00+12:00,10:45:00+12:00,11:50:00+12:00,13:30:00+12:00,14:45:00+12:00"
upsert,8007_2020_014,2020-02-14T00:00:00+12:00,8007,2020_8007_T1,8007_Sched_2020,8007_Day_B,8007_Regular,"8007_HR,8007_P1,8007_P2,8007_P3,8007_P4,8007_P5","08:45:00+12:00,09:00:00+12:00,09:55:00+12:00,11:00:00+12:00,12:40:00+12:00,13:45:00+12:00","08:55:00+12:00,09:50:00+12:00,10:45:00+12:00,11:50:00+12:00,13:30:00+12:00,14:45:00+12:00"
upsert,8007_2020_015,2020-02-17T00:00:00+12:00,8007,2020_8007_T1,8007_Sched_2020,8007_Day_C,8007_Regular,"8007_HR,8007_P1,8007_P2,8007_P3,8007_P4,8007_P5","08:45:00+12:00,09:00:00+12:00,09:55:00+12:00,11:00:00+12:00,12:40:00+12:00,13:45:00+12:00","08:55:00+12:00,09:50:00+12:00,10:45:00+12:00,11:50:00+12:00,13:30:00+12:00,14:45:00+12:00"
upsert,8007_2020_016,2020-02-18T00:00:00+12:00,8007,2020_8007_T1,8007_Sched_2020,8007_Day_D,8007_Regular,"8007_HR,8007_P1,8007_P2,8007_P3,8007_P4,8007_P5","08:45:00+12:00,09:00:00+12:00,09:55:00+12:00,11:00:00+12:00,12:40:00+12:00,13:45:00+12:00","08:55:00+12:00,09:50:00+12:00,10:45:00+12:00,11:50:00+12:00,13:30:00+12:00,14:45:00+12:00"
upsert,8007_2020_017,2020-02-19T00:00:00+12:00,8007,2020_8007_T1,8007_Sched_2020,8007_Day_E,8007_Regular,"8007_HR,8007_P1,8007_P2,8007_P3,8007_P4,8007_P5","08:45:00+12:00,09:00:00+12:00,09:55:00+12:00,11:00:00+12:00,12:40:00+12:00,13:45:00+12:00","08:55:00+12:00,09:50:00+12:00,10:45:00+12:00,11:50:00+12:00,13:30:00+12:00,14:45:00+12:00"
upsert,8007_2020_018,2020-02-20T00:00:00+12:00,8007,2020_8007_T1,8007_Sched_2020,8007_Day_F,8007_Regular,"8007_HR,8007_P1,8007_P2,8007_P3,8007_P4,8007_P5","08:45:00+12:00,09:00:00+12:00,09:55:00+12:00,11:00:00+12:00,12:40:00+12:00,13:45:00+12:00","08:55:00+12:00,09:50:00+12:00,10:45:00+12:00,11:50:00+12:00,13:30:00+12:00,14:45:00+12:00"
upsert,8007_2020_019,2020-02-21T00:00:00+12:00,8007,2020_8007_T1,8007_Sched_2020,8007_Day_A,8007_Regular,"8007_HR,8007_P1,8007_P2,8007_P3,8007_P4,8007_P5","08:45:00+12:00,09:00:00+12:00,09:55:00+12:00,11:00:00+12:00,12:40:00+12:00,13:45:00+12:00","08:55:00+12:00,09:50:00+12:00,10:45:00+12:00,11:50:00+12:00,13:30:00+12:00,14:45:00+12:00"
upsert,8007_2020_020,2020-02-24T00:00:00+12:00,8007,2020_8007_T1,8007_Sched_2020,8007_Day_B,8007_Regular,"8007_HR,8007_P1,8007_P2,8007_P3,8007_P4,8007_P5","08:45:00+12:00,09:00:00+12:00,09:55:00+12:00,11:00:00+12:00,12:40:00+12:00,13:45:00+12:00","08:55:00+12:00,09:50:00+12:00,10:45:00+12:00,11:50:00+12:00,13:30:00+12:00,14:45:00+12:00"
upsert,8007_2020_021,2020-02-25T00:00:00+12:00,8007,2020_8007_T1,8007_Sched_2020,8007_Day_C,8007_Regular,"8007_HR,8007_P1,8007_P2,8007_P3,8007_P4,8007_P5","08:45:00+12:00,09:00:00+12:00,09:55:00+12:00,11:00:00+12:00,12:40:00+12:00,13:45:00+12:00","08:55:00+12:00,09:50:00+12:00,10:45:00+12:00,11:50:00+12:00,13:30:00+12:00,14:45:00+12:00"
upsert,8007_2020_022,2020-02-26T00:00:00+12:00,8007,2020_8007_T1,8007_Sched_2020,8007_Day_D,8007_Regular,"8007_HR,8007_P1,8007_P2,8007_P3,8007_P4,8007_P5","08:45:00+12:00,09:00:00+12:00,09:55:00+12:00,11:00:00+12:00,12:40:00+12:00,13:45:00+12:00","08:55:00+12:00,09:50:00+12:00,10:45:00+12:00,11:50:00+12:00,13:30:00+12:00,14:45:00+12:00"
upsert,8007_2020_023,2020-02-27T00:00:00+12:00,8007,2020_8007_T1,8007_Sched_2020,8007_Day_E,8007_Regular,"8007_HR,8007_P1,8007_P2,8007_P3,8007_P4,8007_P5","08:45:00+12:00,09:00:00+12:00,09:55:00+12:00,11:00:00+12:00,12:40:00+12:00,13:45:00+12:00","08:55:00+12:00,09:50:00+12:00,10:45:00+12:00,11:50:00+12:00,13:30:00+12:00,14:45:00+12:00"
upsert,8007_2020_024,2020-02-28T00:00:00+12:00,8007,2020_8007_T1,8007_Sched_2020,8007_Day_F,8007_Regular,"8007_HR,8007_P1,8007_P2,8007_P3,8007_P4,8007_P5","08:45:00+12:00,09:00:00+12:00,09:55:00+12:00,11:00:00+12:00,12:40:00+12:00,13:45:00+12:00","08:55:00+12:00,09:50:00+12:00,10:45:00+12:00,11:50:00+12:00,13:30:00+12:00,14:45:00+12:00"
upsert,8007_2020_025,2020-03-02T00:00:00+12:00,8007,2020_8007_T1,8007_Sched_2020,8007_Day_A,8007_Regular,"8007_HR,8007_P1,8007_P2,8007_P3,8007_P4,8007_P5","08:45:00+12:00,09:00:00+12:00,09:55:00+12:00,11:00:00+12:00,12:40:00+12:00,13:45:00+12:00","08:55:00+12:00,09:50:00+12:00,10:45:00+12:00,11:50:00+12:00,13:30:00+12:00,14:45:00+12:00"
upsert,8007_2020_026,2020-03-03T00:00:00+12:00,8007,2020_8007_T1,8007_Sched_2020,8007_Day_B,8007_Regular,"8007_HR,8007_P1,8007_P2,8007_P3,8007_P4,8007_P5","08:45:00+12:00,09:00:00+12:00,09:55:00+12:00,11:00:00+12:00,12:40:00+12:00,13:45:00+12:00","08:55:00+12:00,09:50:00+12:00,10:45:00+12:00,11:50:00+12:00,13:30:00+12:00,14:45:00+12:00"
upsert,8007_2020_027,2020-03-04T00:00:00+12:00,8007,2020_8007_T1,8007_Sched_2020,8007_Day_C,8007_Regular,"8007_HR,8007_P1,8007_P2,8007_P3,8007_P4,8007_P5","08:45:00+12:00,09:00:00+12:00,09:55:00+12:00,11:00:00+12:00,12:40:00+12:00,13:45:00+12:00","08:55:00+12:00,09:50:00+12:00,10:45:00+12:00,11:50:00+12:00,13:30:00+12:00,14:45:00+12:00"
upsert,8007_2020_028,2020-03-05T00:00:00+12:00,8007,2020_8007_T1,8007_Sched_2020,8007_Day_D,8007_Regular,"8007_HR,8007_P1,8007_P2,8007_P3,8007_P4,8007_P5","08:45:00+12:00,09:00:00+12:00,09:55:00+12:00,11:00:00+12:00,12:40:00+12:00,13:45:00+12:00","08:55:00+12:00,09:50:00+12:00,10:45:00+12:00,11:50:00+12:00,13:30:00+12:00,14:45:00+12:00"
upsert,8007_2020_029,2020-03-06T00:00:00+12:00,8007,2020_8007_T1,8007_Sched_2020,8007_Day_E,8007_Regular,"8007_HR,8007_P1,8007_P2,8007_P3,8007_P4,8007_P5","08:45:00+12:00,09:00:00+12:00,09:55:00+12:00,11:00:00+12:00,12:40:00+12:00,13:45:00+12:00","08:55:00+12:00,09:50:00+12:00,10:45:00+12:00,11:50:00+12:00,13:30:00+12:00,14:45:00+12:00"
upsert,8007_2020_030,2020-03-09T00:00:00+12:00,8007,2020_8007_T1,8007_Sched_2020,8007_Day_F,8007_Regular,"8007_HR,8007_P1,8007_P2,8007_P3,8007_P4,8007_P5","08:45:00+12:00,09:00:00+12:00,09:55:00+12:00,11:00:00+12:00,12:40:00+12:00,13:45:00+12:00","08:55:00+12:00,09:50:00+12:00,10:45:00+12:00,11:50:00+12:00,13:30:00+12:00,14:45:00+12:00"
upsert,8007_2020_031,2020-03-10T00:00:00+12:00,8007,2020_8007_T1,8007_Sched_2020,8007_Day_A,8007_Regular,"8007_HR,8007_P1,8007_P2,8007_P3,8007_P4,8007_P5","08:45:00+12:00,09:00:00+12:00,09:55:00+12:00,11:00:00+12:00,12:40:00+12:00,13:45:00+12:00","08:55:00+12:00,09:50:00+12:00,10:45:00+12:00,11:50:00+12:00,13:30:00+12:00,14:45:00+12:00"
upsert,8007_2020_032,2020-03-11T00:00:00+12:00,8007,2020_8007_T1,8007_Sched_2020,8007_Day_B,8007_Regular,"8007_HR,8007_P1,8007_P2,8007_P3,8007_P4,8007_P5","08:45:00+12:00,09:00:00+12:00,09:55:00+12:00,11:00:00+12:00,12:40:00+12:00,13:45:00+12:00","08:55:00+12:00,09:50:00+12:00,10:45:00+12:00,11:50:00+12:00,13:30:00+12:00,14:45:00+12:00"
upsert,8007_2020_033,2020-03-12T00:00:00+12:00,8007,2020_8007_T1,8007_Sched_2020,8007_Day_C,8007_Regular,"8007_HR,8007_P1,8007_P2,8007_P3,8007_P4,8007_P5","08:45:00+12:00,09:00:00+12:00,09:55:00+12:00,11:00:00+12:00,12:40:00+12:00,13:45:00+12:00","08:55:00+12:00,09:50:00+12:00,10:45:00+12:00,11:50:00+12:00,13:30:00+12:00,14:45:00+12:00"
upsert,8007_2020_034,2020-03-13T00:00:00+12:00,8007,2020_8007_T1,8007_Sched_2020,8007_Day_D,8007_Regular,"8007_HR,8007_P1,8007_P2,8007_P3,8007_P4,8007_P5","08:45:00+12:00,09:00:00+12:00,09:55:00+12:00,11:00:00+12:00,12:40:00+12:00,13:45:00+12:00","08:55:00+12:00,09:50:00+12:00,10:45:00+12:00,11:50:00+12:00,13:30:00+12:00,14:45:00+12:00"
upsert,8007_2020_035,2020-03-16T00:00:00+12:00,8007,2020_8007_T1,8007_Sched_2020,8007_Day_E,8007_Regular,"8007_HR,8007_P1,8007_P2,8007_P3,8007_P4,8007_P5","08:45:00+12:00,09:00:00+12:00,09:55:00+12:00,11:00:00+12:00,12:40:00+12:00,13:45:00+12:00","08:55:00+12:00,09:50:00+12:00,10:45:00+12:00,11:50:00+12:00,13:30:00+12:00,14:45:00+12:00"
upsert,8007_2020_036,2020-03-17T00:00:00+12:00,8007,2020_8007_T1,8007_Sched_2020,8007_Day_F,8007_Regular,"8007_HR,8007_P1,8007_P2,8007_P3,8007_P4,8007_P5","08:45:00+12:00,09:00:00+12:00,09:55:00+12:00,11:00:00+12:00,12:40:00+12:00,13:45:00+12:00","08:55:00+12:00,09:50:00+12:00,10:45:00+12:00,11:50:00+12:00,13:30:00+12:00,14:45:00+12:00"
upsert,8007_2020_037,2020-03-18T00:00:00+12:00,8007,2020_8007_T1,8007_Sched_2020,8007_Day_A,8007_Regular,"8007_HR,8007_P1,8007_P2,8007_P3,8007_P4,8007_P5","08:45:00+12:00,09:00:00+12:00,09:55:00+12:00,11:00:00+12:00,12:40:00+12:00,13:45:00+12:00","08:55:00+12:00,09:50:00+12:00,10:45:00+12:00,11:50:00+12:00,13:30:00+12:00,14:45:00+12:00"
upsert,8007_2020_038,2020-03-19T00:00:00+12:00,8007,2020_8007_T1,8007_Sched_2020,8007_Day_B,8007_Regular,"8007_HR,8007_P1,8007_P2,8007_P3,8007_P4,8007_P5","08:45:00+12:00,09:00:00+12:00,09:55:00+12:00,11:00:00+12:00,12:40:00+12:00,13:45:00+12:00","08:55:00+12:00,09:50:00+12:00,10:45:00+12:00,11:50:00+12:00,13:30:00+12:00,14:45:00+12:00"
upsert,8007_2020_039,2020-03-20T00:00:00+12:00,8007,2020_8007_T1,8007_Sched_2020,8007_Day_C,8007_Regular,"8007_HR,8007_P1,8007_P2,8007_P3,8007_P4,8007_P5","08:45:00+12:00,09:00:00+12:00,09:55:00+12:00,11:00:00+12:00,12:40:00+12:00,13:45:00+12:00","08:55:00+12:00,09:50:00+12:00,10:45:00+12:00,11:50:00+12:00,13:30:00+12:00,14:45:00+12:00"
upsert,8007_2020_040,2020-03-23T00:00:00+12:00,8007,2020_8007_T1,8007_Sched_2020,8007_Day_D,8007_Regular,"8007_HR,8007_P1,8007_P2,8007_P3,8007_P4,8007_P5","08:45:00+12:00,09:00:00+12:00,09:55:00+12:00,11:00:00+12:00,12:40:00+12:00,13:45:00+12:00","08:55:00+12:00,09:50:00+12:00,10:45:00+12:00,11:50:00+12:00,13:30:00+12:00,14:45:00+12:00"
upsert,8007_2020_041,2020-03-24T00:00:00+12:00,8007,2020_8007_T1,8007_Sched_2020,8007_Day_E,8007_Regular,"8007_HR,8007_P1,8007_P2,8007_P3,8007_P4,8007_P5","08:45:00+12:00,09:00:00+12:00,09:55:00+12:00,11:00:00+12:00,12:40:00+12:00,13:45:00+12:00","08:55:00+12:00,09:50:00+12:00,10:45:00+12:00,11:50:00+12:00,13:30:00+12:00,14:45:00+12:00"
upsert,8007_2020_042,2020-03-25T00:00:00+12:00,8007,2020_8007_T1,8007_Sched_2020,8007_Day_F,8007_Regular,"8007_HR,8007_P1,8007_P2,8007_P3,8007_P4,8007_P5","08:45:00+12:00,09:00:00+12:00,09:55:00+12:00,11:00:00+12:00,12:40:00+12:00,13:45:00+12:00","08:55:00+12:00,09:50:00+12:00,10:45:00+12:00,11:50:00+12:00,13:30:00+12:00,14:45:00+12:00"
upsert,8007_2020_043,2020-03-26T00:00:00+12:00,8007,2020_8007_T1,8007_Sched_2020,8007_Day_A,8007_Regular,"8007_HR,8007_P1,8007_P2,8007_P3,8007_P4,8007_P5","08:45:00+12:00,09:00:00+12:00,09:55:00+12:00,11:00:00+12:00,12:40:00+12:00,13:45:00+12:00","08:55:00+12:00,09:50:00+12:00,10:45:00+12:00,11:50:00+12:00,13:30:00+12:00,14:45:00+12:00"
upsert,8007_2020_044,2020-03-27T00:00:00+12:00,8007,2020_8007_T1,8007_Sched_2020,8007_Day_B,8007_Regular,"8007_HR,8007_P1,8007_P2,8007_P3,8007_P4,8007_P5","08:45:00+12:00,09:00:00+12:00,09:55:00+12:00,11:00:00+12:00,12:40:00+12:00,13:45:00+12:00","08:55:00+12:00,09:50:00+12:00,10:45:00+12:00,11:50:00+12:00,13:30:00+12:00,14:45:00+12:00"
upsert,8007_2020_045,2020-04-15T00:00:00+12:00,8007,2020_8007_T1,8007_Sched_2020,8007_Day_C,8007_Regular,"8007_HR,8007_P1,8007_P2,8007_P3,8007_P4,8007_P5","08:45:00+12:00,09:00:00+12:00,09:55:00+12:00,11:00:00+12:00,12:40:00+12:00,13:45:00+12:00","08:55:00+12:00,09:50:00+12:00,10:45:00+12:00,11:50:00+12:00,13:30:00+12:00,14:45:00+12:00"
upsert,8007_2020_046,2020-04-16T00:00:00+12:00,8007,2020_8007_T1,8007_Sched_2020,8007_Day_D,8007_Regular,"8007_HR,8007_P1,8007_P2,8007_P3,8007_P4,8007_P5","08:45:00+12:00,09:00:00+12:00,09:55:00+12:00,11:00:00+12:00,12:40:00+12:00,13:45:00+12:00","08:55:00+12:00,09:50:00+12:00,10:45:00+12:00,11:50:00+12:00,13:30:00+12:00,14:45:00+12:00"
upsert,8007_2020_047,2020-04-17T00:00:00+12:00,8007,2020_8007_T1,8007_Sched_2020,8007_Day_E,8007_Regular,"8007_HR,8007_P1,8007_P2,8007_P3,8007_P4,8007_P5","08:45:00+12:00,09:00:00+12:00,09:55:00+12:00,11:00:00+12:00,12:40:00+12:00,13:45:00+12:00","08:55:00+12:00,09:50:00+12:00,10:45:00+12:00,11:50:00+12:00,13:30:00+12:00,14:45:00+12:00"
upsert,8007_2020_048,2020-04-20T00:00:00+12:00,8007,2020_8007_T2,8007_Sched_2020,8007_Day_F,8007_Regular,"8007_HR,8007_P1,8007_P2,8007_P3,8007_P4,8007_P5","08:45:00+12:00,09:00:00+12:00,09:55:00+12:00,11:00:00+12:00,12:40:00+12:00,13:45:00+12:00","08:55:00+12:00,09:50:00+12:00,10:45:00+12:00,11:50:00+12:00,13:30:00+12:00,14:45:00+12:00"
upsert,8007_2020_049,2020-04-21T00:00:00+12:00,8007,2020_8007_T2,8007_Sched_2020,8007_Day_A,8007_Regular,"8007_HR,8007_P1,8007_P2,8007_P3,8007_P4,8007_P5","08:45:00+12:00,09:00:00+12:00,09:55:00+12:00,11:00:00+12:00,12:40:00+12:00,13:45:00+12:00","08:55:00+12:00,09:50:00+12:00,10:45:00+12:00,11:50:00+12:00,13:30:00+12:00,14:45:00+12:00"
upsert,8007_2020_050,2020-04-22T00:00:00+12:00,8007,2020_8007_T2,8007_Sched_2020,8007_Day_B,8007_Regular,"8007_HR,8007_P1,8007_P2,8007_P3,8007_P4,8007_P5","08:45:00+12:00,09:00:00+12:00,09:55:00+12:00,11:00:00+12:00,12:40:00+12:00,13:45:00+12:00","08:55:00+12:00,09:50:00+12:00,10:45:00+12:00,11:50:00+12:00,13:30:00+12:00,14:45:00+12:00"
upsert,8007_2020_051,2020-04-23T00:00:00+12:00,8007,2020_8007_T2,8007_Sched_2020,8007_Day_C,8007_Regular,"8007_HR,8007_P1,8007_P2,8007_P3,8007_P4,8007_P5","08:45:00+12:00,09:00:00+12:00,09:55:00+12:00,11:00:00+12:00,12:40:00+12:00,13:45:00+12:00","08:55:00+12:00,09:50:00+12:00,10:45:00+12:00,11:50:00+12:00,13:30:00+12:00,14:45:00+12:00"
upsert,8007_2020_052,2020-04-24T00:00:00+12:00,8007,2020_8007_T2,8007_Sched_2020,8007_Day_D,8007_Regular,"8007_HR,8007_P1,8007_P2,8007_P3,8007_P4,8007_P5","08:45:00+12:00,09:00:00+12:00,09:55:00+12:00,11:00:00+12:00,12:40:00+12:00,13:45:00+12:00","08:55:00+12:00,09:50:00+12:00,10:45:00+12:00,11:50:00+12:00,13:30:00+12:00,14:45:00+12:00"
upsert,8007_2020_053,2020-04-28T00:00:00+12:00,8007,2020_8007_T2,8007_Sched_2020,8007_Day_E,8007_Regular,"8007_HR,8007_P1,8007_P2,8007_P3,8007_P4,8007_P5","08:45:00+12:00,09:00:00+12:00,09:55:00+12:00,11:00:00+12:00,12:40:00+12:00,13:45:00+12:00","08:55:00+12:00,09:50:00+12:00,10:45:00+12:00,11:50:00+12:00,13:30:00+12:00,14:45:00+12:00"
upsert,8007_2020_054,2020-04-29T00:00:00+12:00,8007,2020_8007_T2,8007_Sched_2020,8007_Day_F,8007_Regular,"8007_HR,8007_P1,8007_P2,8007_P3,8007_P4,8007_P5","08:45:00+12:00,09:00:00+12:00,09:55:00+12:00,11:00:00+12:00,12:40:00+12:00,13:45:00+12:00","08:55:00+12:00,09:50:00+12:00,10:45:00+12:00,11:50:00+12:00,13:30:00+12:00,14:45:00+12:00"
upsert,8007_2020_055,2020-04-30T00:00:00+12:00,8007,2020_8007_T2,8007_Sched_2020,8007_Day_A,8007_Regular,"8007_HR,8007_P1,8007_P2,8007_P3,8007_P4,8007_P5","08:45:00+12:00,09:00:00+12:00,09:55:00+12:00,11:00:00+12:00,12:40:00+12:00,13:45:00+12:00","08:55:00+12:00,09:50:00+12:00,10:45:00+12:00,11:50:00+12:00,13:30:00+12:00,14:45:00+12:00"
upsert,8007_2020_056,2020-05-01T00:00:00+12:00,8007,2020_8007_T2,8007_Sched_2020,8007_Day_B,8007_Regular,"8007_HR,8007_P1,8007_P2,8007_P3,8007_P4,8007_P5","08:45:00+12:00,09:00:00+12:00,09:55:00+12:00,11:00:00+12:00,12:40:00+12:00,13:45:00+12:00","08:55:00+12:00,09:50:00+12:00,10:45:00+12:00,11:50:00+12:00,13:30:00+12:00,14:45:00+12:00"
upsert,8007_2020_057,2020-05-04T00:00:00+12:00,8007,2020_8007_T2,8007_Sched_2020,8007_Day_C,8007_Regular,"8007_HR,8007_P1,8007_P2,8007_P3,8007_P4,8007_P5","08:45:00+12:00,09:00:00+12:00,09:55:00+12:00,11:00:00+12:00,12:40:00+12:00,13:45:00+12:00","08:55:00+12:00,09:50:00+12:00,10:45:00+12:00,11:50:00+12:00,13:30:00+12:00,14:45:00+12:00"
upsert,8007_2020_058,2020-05-05T00:00:00+12:00,8007,2020_8007_T2,8007_Sched_2020,8007_Day_D,8007_Regular,"8007_HR,8007_P1,8007_P2,8007_P3,8007_P4,8007_P5","08:45:00+12:00,09:00:00+12:00,09:55:00+12:00,11:00:00+12:00,12:40:00+12:00,13:45:00+12:00","08:55:00+12:00,09:50:00+12:00,10:45:00+12:00,11:50:00+12:00,13:30:00+12:00,14:45:00+12:00"
upsert,8007_2020_059,2020-05-06T00:00:00+12:00,8007,2020_8007_T2,8007_Sched_2020,8007_Day_E,8007_Regular,"8007_HR,8007_P1,8007_P2,8007_P3,8007_P4,8007_P5","08:45:00+12:00,09:00:00+12:00,09:55:00+12:00,11:00:00+12:00,12:40:00+12:00,13:45:00+12:00","08:55:00+12:00,09:50:00+12:00,10:45:00+12:00,11:50:00+12:00,13:30:00+12:00,14:45:00+12:00"
upsert,8007_2020_060,2020-05-07T00:00:00+12:00,8007,2020_8007_T2,8007_Sched_2020,8007_Day_F,8007_Regular,"8007_HR,8007_P1,8007_P2,8007_P3,8007_P4,8007_P5","08:45:00+12:00,09:00:00+12:00,09:55:00+12:00,11:00:00+12:00,12:40:00+12:00,13:45:00+12:00","08:55:00+12:00,09:50:00+12:00,10:45:00+12:00,11:50:00+12:00,13:30:00+12:00,14:45:00+12:00"
upsert,8007_2020_061,2020-05-08T00:00:00+12:00,8007,2020_8007_T2,8007_Sched_2020,8007_Day_A,8007_Regular,"8007_HR,8007_P1,8007_P2,8007_P3,8007_P4,8007_P5","08:45:00+12:00,09:00:00+12:00,09:55:00+12:00,11:00:00+12:00,12:40:00+12:00,13:45:00+12:00","08:55:00+12:00,09:50:00+12:00,10:45:00+12:00,11:50:00+12:00,13:30:00+12:00,14:45:00+12:00"
